title,followers_count,genres,popularity
Captain Beyond,9725,"['blues-rock', 'classic rock', 'psychedelic blues-rock', 'psychedelic rock']",29
Captain Hollywood Project,16253,"['bubblegum dance', 'eurodance', 'europop', 'german techno', 'happy hardcore', 'hip house']",46
Captain Jack,20963,"['bubblegum dance', 'eurodance', 'europop', 'german techno', 'hip house']",51
Captain Sensible,3071,[],31
Captain Tractor,1037,"['canadian indie', 'celtic rock']",22
Irene Cara,67466,"['disco', 'europop', 'new wave pop']",60
The Caravelles,325,[],12
Luca Carboni,40336,"['bow pop', 'italian pop']",50
Carcass,107576,"['alternative metal', 'brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'groove metal', 'melodic death metal', 'metal', 'speed metal', 'technical death metal', 'thrash metal']",47
Michael Card,15380,"['ccm', 'christian christmas', 'christian music', 'christian relaxative', 'deep christian rock', 'rosary', 'worship']",44
The Cardigans,264795,"['dance pop', 'folk-pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'swedish pop']",65
Mariah Carey,2765127,"['dance pop', 'hip pop', 'pop', 'pop christmas', 'pop rap', 'post-teen pop', 'r&b', 'soul christmas', 'urban contemporary']",77
Carl Douglas,7994,['disco'],54
Carl Max,36,[],1
Carl Thomas,191827,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",54
Carlene Carter,17213,"['country', 'country christmas', 'country dawn']",47
George Carlin,47930,"['comedy', 'comic']",49
Belinda Carlisle,137740,"['dance pop', 'dance rock', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'soft rock', 'synthpop']",63
Bob Carlisle,5607,[],38
Carlos Miranda,133,[],7
Roberto Carlos,396300,['mpb'],66
Carly Simon,207835,"['adult standards', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'new wave pop', 'pop christmas', 'singer-songwriter', 'soft rock']",64
Carman,20422,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'deep christian rock']",36
Eric Carmen,53341,"['adult standards', 'album rock', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",60
Eric Carmen,53341,"['adult standards', 'album rock', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",60
Kim Carnes,57811,"['new wave pop', 'soft rock', 'soul christmas']",60
Springtime Carnivore,7845,"['indie psych-rock', 'la indie']",36
Maureen Carol King,390,[],6
Carole King,297930,"['adult standards', 'brill building pop', 'folk', 'folk christmas', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'motown', 'pop rock', 'singer-songwriter', 'soft rock']",66
Caroline Loeb,965,[],31
Caroline's Spine,2710,"['grunge pop', 'pop christmas']",28
Karen Carpenter,18736,[],29
Mary Chapin Carpenter,51828,"['contemporary country', 'country', 'country christmas', 'folk', 'folk christmas', 'lilith', 'mellow gold', 'traditional folk']",48
Richard Carpenter,3946,[],42
Carpenters,407343,"['adult standards', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'pop christmas', 'soft rock']",66
Vikki Carr,8914,[],46
Paul Carrack,39765,"['adult standards', 'mellow gold', 'new wave pop', 'singer-songwriter', 'soft rock']",57
Carrapicho,2662,[],36
Rudi Carrell,881,['schlager'],27
José Carreras,24603,"['opera', 'operatic pop']",50
Carrière,84,[],7
Bruce Carroll,739,['deep christian rock'],12
The Cars,324697,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']",67
Jeff Carson,5559,['country'],29
Lori Carson,1037,['lilith'],19
Aaron Carter,90534,"['dance pop', 'post-teen pop']",58
Carlene Carter,17213,"['country', 'country christmas', 'country dawn']",47
Deana Carter,109038,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country road']",51
The Carter Family,15318,"['acoustic blues', 'appalachian folk', 'bluegrass', 'country gospel', 'cowboy western', 'delta blues', 'nashville sound', 'old-time', 'piedmont blues', 'traditional country', 'traditional folk', 'vocal harmony group', 'western swing']",40
Mel Carter,1728,[],31
Nick Carter,53159,['boy band'],39
Carter The Unstoppable Sex Machine,13468,"['britpop', 'madchester']",36
Eric Cartman,1512,[],23
Cartoons,17890,"['bubblegum dance', 'eurodance', 'europop']",47
The Cascades,13991,"['adult standards', 'brill building pop', 'christmas']",46
Case,235068,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']",59
David Cassidy,20830,['bubblegum pop'],41
Shaun Cassidy,7614,['bubblegum pop'],31
Original Broadway Cast of Hamilton,137396,['broadway'],79
Castells,54,[],2
Mario Castelnuovo-Tedesco,948,['early modern classical'],29
Cristian Castro,539302,"['latin', 'latin arena pop', 'latin pop', 'tropical']",70
Tommy Castro,14506,"['acoustic blues', 'blues', 'blues-rock', 'british blues', 'chicago blues', 'country blues', 'electric blues', 'harmonica blues', 'louisiana blues', 'memphis blues', 'modern blues', 'power blues-rock', 'soul blues', 'southern rock', 'swamp blues', 'texas blues']",43
Castrum,36,[],0
Cat Power,375108,"['anti-folk', 'art pop', 'chamber pop', 'dream pop', 'folk-pop', 'freak folk', 'indie christmas', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'singer-songwriter', 'slow core']",61
Yusuf / Cat Stevens,544129,"['british folk', 'folk', 'folk rock', 'mellow gold', 'nasheed', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",71
Catatonia,18929,"['britpop', 'candy pop', 'madchester', 'new wave pop', 'welsh rock']",44
Catch 22,36958,"['folk punk', 'punk', 'ska', 'ska punk', 'skate punk']",47
Catch 22,36958,"['folk punk', 'punk', 'ska', 'ska punk', 'skate punk']",47
Caterina Valente,5685,['schlager'],41
Salt Cathedral,14734,['vapor pop'],50
Cathy Lee And The Coins,3,[],0
Stray Cats,79691,"['psychobilly', 'rock-and-roll', 'rockabilly']",51
Caught In The Act,2309,['boy band'],30
Cause & Effect,3079,['neo-synthpop'],23
Jean-Roger Caussimon,379,[],9
Nick Cave & The Bad Seeds,429059,"['art rock', 'new wave', 'permanent wave', 'singer-songwriter']",65
Cazuza,612891,"['mpb', 'rock gaucho', 'samba']",60
C-BLOCK,235,['chinese hip hop'],25
C.C.C.P.,490,[],16
Creedence Clearwater Revival,1621417,"['album rock', 'classic rock', 'rock', 'roots rock', 'southern rock']",78
CDB,1013,['australian pop'],27
Kate Ceberano,7894,"['australian dance', 'australian pop']",33
La Santa Cecilia,238740,[],54
Cecilia Gayle,232,[],22
Céline Dion,1089333,"['canadian pop', 'dance pop', 'pop christmas']",75
Cellophane Roses,811,[],56
Celtas Cortos,82196,"['cantautor', 'celtic rock', 'latin alternative', 'rock en espanol', 'spanish new wave', 'spanish pop', 'spanish punk']",51
Irish & Celtic Folk Wanderers,7130,[],36
Celtic Frost,58378,"['black metal', 'black thrash', 'crossover thrash', 'death metal', 'doom metal', 'groove metal', 'metal', 'pagan black metal', 'speed metal', 'thrash metal']",41
Orchestra Of The 18th Century,1384,"['baroque ensemble', 'classical performance', 'orchestral']",46
Lisa Cerbone,20,[],0
Exene Cervenka,706,[],21
Chico César,66891,"['baile pop', 'bossa nova', 'brazilian indie', 'forro', 'mpb', 'samba']",49
Peter Cetera,134503,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",60
Tony Cetinski,2024,"['croatian pop', 'yugoslav rock']",30
Cha Cha Malone,1457,[],38
Chad & Jeremy,11812,"['brill building pop', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']",36
Chad Brock,10021,"['country', 'country christmas', 'country road']",35
Chad Mitchell Trio,1363,[],18
Chaka Demus & Pliers,45216,"['dancehall', 'lovers rock', 'reggae fusion']",55
Chaka Khan,388188,"['classic funk rock', 'dance pop', 'disco', 'funk', 'motown', 'neo soul', 'post-disco', 'quiet storm', 'r&b', 'soul', 'soul christmas', 'urban contemporary']",65
David Chalmers,4,[],3
The Chambers Brothers,7366,"['classic garage rock', 'psychedelic rock']",38
The Chameleons,33504,"['dance rock', 'dream pop', 'gothic rock', 'madchester', 'new romantic', 'new wave', 'post-punk', 'shoegaze', 'uk post-punk']",45
Champagne Pa,4298,[],50
Eric Champion,335,"['christian christmas', 'deep christian rock']",7
Chancho En Piedra,87049,"['chilean indie', 'chilean rock', 'latin alternative', 'latin rock', 'nueva cancion']",57
Factor Chandelier,490,['abstract hip hop'],29
Kim Chandler,5,[],0
Channel Tres,14,[],28
Bruce Channel,3001,[],45
Channel Zero,5666,"['belgian rock', 'groove metal']",29
Chantal Kreviazuk,26133,"['canadian indie', 'candy pop', 'ectofolk', 'folk-pop', 'lilith', 'new wave pop', 'piano rock', 'pop rock']",48
Chaotic Youth,59,[],1
Harry Chapin,66785,"['folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",53
Charlie Chaplin,7635,['classic soundtrack'],36
Beth Nielsen Chapman,4744,"['folk', 'lilith']",35
Gary Chapman,2182,['deep christian rock'],22
Steven Curtis Chapman,141955,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",54
Tracy Chapman,568809,"['folk', 'folk christmas', 'folk-pop', 'lilith', 'pop christmas', 'pop rock', 'singer-songwriter']",71
Charity Gayle,1692,[],43
The Charlatans,115952,"['alt-indie rock', 'alternative rock', 'britpop', 'electronic', 'indie rock', 'madchester', 'new wave']",54
Charlene Soraia,47874,['neo-singer-songwriter'],53
Charles & Eddie,8374,[],52
Charles Aznavour,182468,"['cabaret', 'chanson', 'world christmas']",62
Charles Jerome Young,3,[],0
Ray Charles,1087341,"['adult standards', 'christmas', 'classic rock', 'jazz blues', 'jazz christmas', 'motown', 'piano blues', 'rock-and-roll', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'vocal jazz']",69
Charlie Chaplin,7635,['classic soundtrack'],36
The Charlie Daniels Band,144151,"['country', 'country christmas', 'country rock', 'nashville sound', 'outlaw country', 'redneck', 'southern rock', 'texas country', 'traditional country']",59
Charlotte Church,16666,"['operatic pop', 'pop christmas']",40
Charlotte Nilsson,1707,['swedish pop'],39
Charly Lownoise & Mental Theo,4811,"['gabba', 'happy hardcore', 'hardcore techno']",42
Charly Rich,27,[],3
David Charvet,1350,['french pop'],22
Chattanooga,108,[],21
Cheap Trick,335243,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'glam metal', 'glam rock', 'hard rock', 'heavy christmas', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock', 'southern rock', 'symphonic rock']",64
Chubby Checker,68832,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'rock-and-roll', 'rockabilly']",53
Cheech & Chong,12554,['comic'],33
Cheiro de Amor,52284,"['axe', 'pagode']",44
Chely Wright,32511,"['contemporary country', 'country', 'country christmas', 'country dawn']",39
The Chemical Brothers,697873,"['alternative dance', 'big beat', 'breakbeat', 'electronic', 'new rave', 'trip hop']",64
Chemlab,4017,"['digital hardcore', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock']",21
Cher,540944,"['dance pop', 'hollywood', 'new wave pop', 'pop', 'pop christmas']",67
Cherry Bombshell,112,['indonesian indie'],6
Cherry Coke,3375,['progressive electro house'],32
Neneh Cherry,41473,"['hip house', 'new wave pop', 'urban contemporary']",57
Cherry Poppin' Daddies,20291,"['ska punk', 'swing']",40
Chesney Hawkes,4987,[],42
Kenny Chesney,1617772,"['contemporary country', 'country', 'country christmas', 'country road', 'pop christmas']",74
Mark Chesnutt,138778,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'country rock', 'nashville sound', 'outlaw country', 'texas country', 'traditional country']",56
Vic Chesnutt,11743,"['alternative country', 'freak folk', 'lo-fi', 'roots rock', 'slow core']",33
Chess In Concert,7096,['show tunes'],39
Maurice Chevalier,5559,"['cabaret', 'world christmas']",37
Chevelle,572871,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",67
Chi Coltrane,1607,[],26
Chiara Noriko,426,[],36
CHIC,195034,"['classic funk rock', 'disco', 'disco house', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",62
BJ The Chicago Kid,162666,"['deep indie r&b', 'deep pop r&b', 'hip hop', 'indie r&b', 'neo soul', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",68
Chiclete Com Banana,112008,"['axe', 'forro', 'pagode', 'sertanejo']",52
Chico Buarque,372827,"['bossa nova', 'mpb', 'samba']",64
Chico Science,60164,"['bossa nova', 'brazilian hip hop', 'brazilian indie', 'brazilian punk', 'forro', 'mpb', 'rock gaucho', 'samba']",50
Chicory,5,[],0
The Chieftains,41726,"['celtic', 'celtic christmas', 'irish folk']",52
The Chiffons,24510,"['adult standards', 'brill building pop', 'bubblegum pop', 'chicago soul', 'doo-wop', 'girl group', 'merseybeat', 'motown', 'northern soul', 'rock-and-roll', 'rockabilly']",50
Children Of Bodom,253442,"['alternative metal', 'death metal', 'finnish metal', 'groove metal', 'hard rock', 'melodic death metal', 'metal', 'nu metal', 'power metal', 'progressive metal', 'speed metal']",59
Toni Childs,5702,['australian pop'],34
Deep Chills,14129,"['deep tropical house', 'tropical house']",53
Chilly Gonzales,86986,[],60
China Crisis,29133,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",47
Hot Chocolate,64335,"['disco', 'soft rock', 'soul christmas']",59
CHOPPER CITY BOYZ SNIPE,0,[],22
The Chordettes,27080,"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll', 'vocal harmony group']",54
Chris & Cosey,3686,['industrial'],21
Chris Andrews,2457,"['british invasion', 'merseybeat', 'nl folk']",35
Chris Cagle,256474,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",62
Chris Cornell,546733,"['alternative metal', 'alternative rock', 'grunge', 'post-grunge', 'rock']",64
Chris de Burgh,91991,"['mellow gold', 'soft rock']",59
Chris Howland,4278,[],45
Chris Isaak,124528,"['folk christmas', 'mellow gold']",62
Chris LeDoux,124808,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'outlaw country', 'redneck', 'texas country', 'traditional country']",56
Chris Montez,6842,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk rock', 'lounge', 'merseybeat', 'rock-and-roll', 'rockabilly']",44
Chris Norman,17659,[],51
Chris Rea,129094,"['art rock', 'blues-rock', 'mellow gold', 'soft rock']",57
Chris Roberts,3729,"['schlager', 'volksmusik']",36
Chris Wolff,231,['discofox'],18
Chrisi,0,[],0
Christian Anders,7394,"['discofox', 'schlager', 'volksmusik']",45
Christian Death,28675,"['dark wave', 'ethereal wave', 'experimental', 'gothic rock', 'industrial', 'industrial rock', 'new wave']",39
Christian Franke,745,"['discofox', 'schlager']",30
Christian Wunderlich,268,[],7
William Christie,8771,"['baroque ensemble', 'choral', 'classical christmas', 'classical performance', 'early music ensemble', 'opera']",50
Christina Aguilera,2712742,"['dance pop', 'europop', 'pop', 'pop christmas', 'post-teen pop', 'r&b', 'urban contemporary']",79
Christina Milian,392142,"['dance pop', 'europop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'uk garage', 'urban contemporary']",56
Christine McVie,12090,"['mellow gold', 'soft rock']",40
Christophe Beck,10938,['soundtrack'],60
Christopher Cross,151352,"['adult standards', 'album rock', 'disco', 'folk rock', 'mellow gold', 'new wave pop', 'quiet storm', 'singer-songwriter', 'soft rock']",63
John Christopher Williams,67,[],21
Lauren Christy,943,[],36
Chrisye,112434,"['indonesian indie', 'indonesian pop']",56
Chubby Checker,68832,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'rock-and-roll', 'rockabilly']",53
Chubs,12,[],0
Chuck Berry,572913,"['adult standards', 'album rock', 'blues', 'blues-rock', 'brill building pop', 'christmas', 'classic rock', 'electric blues', 'folk rock', 'jazz blues', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'roots rock', 'singer-songwriter', 'soul', 'soul blues']",68
Chuck D,5196,"['east coast hip hop', 'hip hop', 'old school hip hop']",52
Chumbawamba,33384,['anarcho-punk'],56
Eric Church,1328208,"['contemporary country', 'country', 'country road', 'modern country rock']",75
Cidade Negra,472597,"['axe', 'mpb', 'pagode', 'rock gaucho']",57
Cinderella,303186,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heavy christmas', 'metal', 'rock']",57
Cindy & Bert,365,['schlager'],20
Cindy Berger,59,[],12
Cyndi Lauper,478376,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave pop', 'permanent wave', 'pop christmas', 'pop rock', 'rock', 'soft rock']",71
Circle Jerks,65686,"['crossover thrash', 'hardcore punk', 'punk', 'ska punk', 'skate punk', 'thrash core']",46
Circle of Dust,8695,"['industrial metal', 'industrial rock']",41
The Electric Swing Circus,17680,"['electro swing', 'nu jazz']",46
"Whitney Houston, Cissy Houston & Dionne Warwick and Family",531,[],11
Cita,37,[],5
Citizen Fish,4947,"['crack rock steady', 'ska punk']",23
Owl City,1364832,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-teen pop']",72
City High,15597,['pop christmas'],47
CKY,82080,"['alternative metal', 'heavy christmas', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",53
Clan Italiano,2,[],0
Clan of Xymox,34325,"['dark wave', 'dream pop', 'ebm', 'ethereal wave', 'gothic rock', 'industrial', 'industrial rock', 'neoclassical', 'new romantic', 'new wave', 'synthpop', 'uk post-punk']",44
The Clancy Brothers,14665,"['celtic', 'irish folk']",49
Clandestine,138,[],0
Clannad,51798,"['celtic', 'celtic christmas', 'celtic rock', 'irish folk', 'new age']",50
